dom,sup,seed,client,logn,prev_gap,feat_shift,cc_port,score_w1,disagree,T_in,T_gap,T_diag,ba_local,ba_fedavg,ba_cluster,ba_shrink,ba_fedavg_ft
mobile_B,100,4,anzhi,4.605170185988092,0.4154545454545454,0.26282655663797005,-0.22605782747268677,0.09313240415291242,0.11666666666666667,-0.6110512129380055,-0.1652291105121293,-0.7762803234501348,0.776631616522891,0.7445766862838459,0.7672574798845093,0.7476122456940799,0.7311687638505247
mobile_B,100,4,appchina,4.605170185988092,0.4354545454545454,0.2396309961628088,-0.5325854420661926,0.1380358109679231,0.15,-0.7034722222222223,-0.04131944444444435,-0.7447916666666666,0.693659882117752,0.7542771348062273,0.768559762678552,0.7550326500676356,0.7565546142411237
mobile_B,100,4,play2013-2014,4.605170185988092,0.19454545454545455,0.06632881534094459,-0.5194498896598816,0.22861245142616732,0.18333333333333332,-0.6570105820105819,-0.15648148148148155,-0.8134920634920635,0.8067911747491766,0.8697665879192942,0.8423632461769994,0.8705941284687811,0.8320586334879541
mobile_B,100,4,play2016-2016,4.605170185988092,0.27454545454545454,0.08120114075634055,-0.20164184272289276,0.10291388864767204,0.08333333333333333,-0.5800539083557952,-0.053369272237196785,-0.633423180592992,0.6636717357728407,0.6863639063799454,0.6591521127876123,0.684920894222011,0.6535805512652965
mobile_B,100,4,play2017-2017,4.605170185988092,0.24454545454545454,0.11295656703862456,-0.115811288356781,0.0596164531597565,0.06666666666666667,-0.6461988304093567,-0.3362573099415205,-0.9824561403508771,0.8355619990138454,0.8592111636187509,0.8578675643873115,0.8600016872260985,0.858260280806785
mobile_B,100,4,play2018-2018,4.605170185988092,0.11454545454545456,0.13305449105029243,-0.18040993809700012,0.053930509945438146,0.1,-0.6091249999999999,-0.378375,-0.9874999999999999,0.833267733665348,0.873090748438661,0.8389615170927298,0.8737320186624362,0.8794880548359674
mobile_B,100,4,play2019-2021,4.605170185988092,0.3245454545454546,0.28227352835553643,-0.3871457576751709,0.06103549502571025,0.03333333333333333,-0.62,-0.26363636363636367,-0.8836363636363637,0.756934481109517,0.6863376109251289,0.6951352356660822,0.692328896328179,0.7697406876029544
mobile_B,100,4,slideme,4.605170185988092,0.09454545454545454,0.1381878072571695,-0.4369696080684662,0.0757948570025639,0.18333333333333332,-0.6601851851851852,-0.28888888888888886,-0.9490740740740741,0.9061554428381401,0.9025047141541565,0.9020588794199763,0.9037362412477525,0.904774086038795
mobile_B,300,0,1mobile,5.703782474656201,0.1936363636363636,0.12079353677997784,-0.5088225603103638,0.04633118441890592,0.09,-0.8384125636672326,-0.15012733446519522,-0.9885398981324278,0.9460815673730507,0.9436825269892043,0.9319872051179529,0.9461415433826469,0.9437225109956018
mobile_B,300,0,PlayDrone,5.703782474656201,0.05363636363636365,0.10368942682659987,-0.2291959673166275,0.12981879205460722,0.19,-0.6093737373737375,-0.3316363636363636,-0.9410101010101011,0.7964955175224124,0.8550635394971173,0.8425548612997675,0.8562558483503879,0.8511787255878536
mobile_B,300,0,angeeks,5.703782474656201,0.06696969696969696,0.11740309660632697,-0.48617976903915405,0.16790705024277824,0.14,-0.7097639055622249,-0.2478191276510604,-0.9575830332132853,0.8653571865194181,0.8357512531072986,0.8822512123558417,0.8671069521985411,0.8594482252740536
mobile_B,300,0,anzhi,5.703782474656201,0.406969696969697,0.21806943058223538,-0.03154124692082405,0.10903471859667571,0.15,-0.5855481727574751,-0.2840531561461793,-0.8696013289036544,0.7887657535414588,0.7959288540450865,0.7718598651233151,0.8037376528204337,0.7874517702635477
mobile_B,300,0,appchina,5.703782474656201,0.4203030303030303,0.28634213071725945,-0.26045313477516174,0.17239777546952292,0.25,-0.640034965034965,-0.19271561771561774,-0.8327505827505828,0.7746925555424349,0.7872133845412748,0.7984943140816215,0.7903895139931509,0.7843746426971515
mobile_B,300,0,play2013-2014,5.703782474656201,0.1796969696969697,0.061973233647855896,-0.5756291747093201,0.05941676245594382,0.06,-0.7668997668997669,-0.17599067599067608,-0.942890442890443,0.8675649633358822,0.8915046755377727,0.8977437125976528,0.8902308579712963,0.8674160424512922
mobile_B,300,0,play2016-2016,5.703782474656201,0.3463636363636364,0.08498246418479893,-0.2667101323604584,0.0895053599696971,0.08,-0.6214962121212121,-0.07263257575757576,-0.6941287878787878,0.7205687954505502,0.7870206016052028,0.7565049934919921,0.7857472405221383,0.7689412857742117
